timestamp,longitude,latitude,altitude,RSSI,best_lat,best_lon,best_RSSI
0:00:22.140205,35.7290169,-78.6982397,50,11.325061798095703,35.72774492720433,-78.69670002283071,0.0
0:00:41.117442,35.7302904,-78.6997699,50,3.490436553955078,35.72774492720433,-78.69670002283071,11.325061798095703
0:01:01.694268,35.7290337,-78.6982606,50,11.017036437988281,35.729018755883814,-78.69824148356659,11.197414804912583
0:01:10.345263,35.7289657,-78.697748,50,13.308273315429688,35.72888520932871,-78.69807366324454,12.601428464648587
0:01:22.003027,35.728338,-78.6979085,50,12.43954086303711,35.728777344803426,-78.69792448962494,13.913859365950145
0:01:33.842841,35.7280641,-78.6987526,50,8.531204223632812,35.728751662773604,-78.6979369207599,13.975338097061705
0:01:52.334229,35.7283253,-78.6969518,50,24.344470977783203,35.728751662773604,-78.69792448962494,14.033739890305014
0:02:01.369581,35.7279487,-78.6967156,50,20.653194427490234,35.72831506826652,-78.69691756769262,24.387094411339923
0:02:14.456617,35.7287046,-78.6967104,50,27.761112213134766,35.728320204672485,-78.69689892099018,24.425399473363548
0:02:26.735720,35.7294896,-78.6967107,50,16.556739807128906,35.72862325262446,-78.69670002283071,27.93713508312161
0:02:54.457451,35.7277627,-78.6997663,50,3.1176528930664062,35.7286027070006,-78.69670002283071,28.055905942077594
0:03:22.361169,35.7302931,-78.6976099,50,8.970260620117188,35.72859757059463,-78.69670002283071,28.087975869538457
0:03:43.695368,35.7284527,-78.6967118,50,41.34355926513672,35.72859757059463,-78.69670002283071,28.069822056286466
0:03:47.949735,35.7283266,-78.6967027,50,27.259231567382812,35.728438342009696,-78.69670002283071,41.5857493707669
0:03:55.041950,35.7285086,-78.6968346,50,33.0634651184082,35.72850511528725,-78.69672488510065,42.998251924093864
0:03:59.495932,35.7285676,-78.6967368,50,39.23484802246094,35.72849997888128,-78.69670002283071,42.80958615769742
0:04:11.190055,35.7280403,-78.6971416,50,18.588069915771484,35.72850511528725,-78.69670002283071,43.36720903408195
0:04:20.490084,35.7284062,-78.6973126,50,17.63330078125,35.72850511528725,-78.69670002283071,43.35186090544516
0:04:41.272962,35.7290183,-78.6996304,50,5.389671325683594,35.72850511528725,-78.69670002283071,43.328448098291304
0:04:58.286205,35.7300744,-78.6987053,50,9.127277374267578,35.72850511528725,-78.69670002283071,43.3213849984189
0:05:16.909590,35.7303023,-78.6967336,50,7.204875946044922,35.72850511528725,-78.69670002283071,43.30362292027715
