timestamp,longitude,latitude,altitude,RSSI,best_lat,best_lon,best_RSSI
0:00:22.119173,35.729017,-78.6982397,50,17.30028533935547,35.72774492720433,-78.69670002283071,0.0
0:00:41.687850,35.727767,-78.6997858,50,9.23403549194336,35.72774492720433,-78.69670002283071,17.30028533935547
0:01:01.854017,35.7289928,-78.6982744,50,18.069091796875,35.729018755883814,-78.69824148356659,17.1759169522631
0:01:10.649336,35.72868,-78.6983878,50,17.4498291015625,35.728916027764505,-78.6983844416187,19.27405499673646
0:01:19.645714,35.7289964,-78.6986217,50,21.60665512084961,35.728921164170465,-78.69840930388864,19.465588315996342
0:01:28.108960,35.7293987,-78.6987043,50,20.2718505859375,35.72900848307189,-78.69858333977817,21.67413009824754
0:01:37.329576,35.7291744,-78.6991283,50,26.289775848388672,35.72907011994347,-78.69859577091314,21.808742156773228
0:01:44.982513,35.7293759,-78.6993941,50,20.84149932861328,35.72917284806279,-78.69914274085167,26.297886658142204
0:01:55.195917,35.7289113,-78.6992514,50,25.435714721679688,35.72914716603296,-78.69910544744677,26.372664133287437
0:02:04.398257,35.7287786,-78.699759,50,13.817909240722656,35.72907525634944,-78.69913652528419,26.704528197359544
0:02:16.022984,35.7285024,-78.6991115,50,20.168270111083984,35.72904957431961,-78.69913652528419,26.915086574134857
0:02:37.274737,35.7277555,-78.696717,50,4.636070251464844,35.72905471072558,-78.69913652528419,26.925680552538058
0:03:01.757637,35.7302802,-78.6967165,50,6.734676361083984,35.729059847131545,-78.69913030971671,26.783698858190473
0:03:21.254925,35.7303072,-78.6988383,50,14.651111602783203,35.729059847131545,-78.69913030971671,26.72010562647261
0:03:43.794872,35.7290449,-78.6967227,50,3.5869216918945312,35.729064983537505,-78.69913030971671,26.71918179548396
0:04:10.298222,35.7302949,-78.6997771,50,10.829952239990234,35.72907011994347,-78.69913030971671,26.64616955049405
0:04:28.796537,35.7303042,-78.6979282,50,11.500469207763672,35.72907011994347,-78.69913030971671,26.62566297750721
0:04:52.974484,35.7277719,-78.6978621,50,9.237110137939453,35.72907011994347,-78.69913030971671,26.618951624273706
0:05:05.751605,35.7277495,-78.698808,50,11.578628540039062,35.72907525634944,-78.69913030971671,26.603461383487733
